formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C3H4O2P	[M + K]+	C3H4KO2P+	Fatty acids	0.186	Fatty acyls	0.221	Oxygenated hydrocarbons	0.010	Organic oxygen compounds	0.997	Organooxygen compounds	0.799					Organooxygen compounds	0.799	Organic compounds; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	141.959	16	0.259	832320182846198868	832319756621003377	832319756621003376	1292	
2	C3H3Cl2O2	[M + H]+	C3H4Cl2O2+	Shikimates and Phenylpropanoids	0.525	Phenolic acids (C6-C1)	0.623	Halogenated fatty acids	0.818	Organohalogen compounds	0.997	Vinyl halides	0.602					Vinyl halides	0.602	Organic compounds; Organohalogen compounds; Organooxygen compounds; Organochlorides; Vinyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	141.959	16	0.259	832320182846198866	832319756621003377	832319756621003376	1292	
1	C9H6O3	[M + H]+	C9H7O3+	Polyketides	0.575	Naphthalenes	0.843	Naphthoquinones	0.845	Benzenoids	0.995	Phenols	0.721	1-hydroxy-2-unsubstituted benzenoids	0.685			1-hydroxy-2-unsubstituted benzenoids	0.685	Organic compounds; Ketones; Phenols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	163.039	17	0.282	832320151988694084	832319756910410388	832319756910410387	1299	
1	C5H8O4	[M - H]-	C5H7O4-	Fatty acids	0.845	Fatty Acids and Conjugates	0.930	Monosaccharides	0.736	Lipids and lipid-like molecules	0.580	Fatty Acyls	0.681	Fatty acids and conjugates	0.617			Fatty acids and conjugates	0.617	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; 1,3-dicarbonyl compounds; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	131.035	17	0.290	832320145412023302	832319696915079473	832319696910885168	5	
2	C5H6O3	[M + H2O - H]-	C5H7O4-	Fatty acids	0.584	Fatty Acids and Conjugates	0.434	Unsaturated fatty acids	0.229	Organic acids and derivatives	0.831	Carboxylic acids and derivatives	0.818	Carboxylic acids	0.516			Carboxylic acids	0.516	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	131.035	17	0.290	832320145412023303	832319696915079473	832319696910885168	5	
3	C4H6O2	[M + CH2O2 - H]-	C5H7O4-	Fatty acids	0.994	Fatty Acids and Conjugates	0.938	Unsaturated fatty acids	0.849	Lipids and lipid-like molecules	0.217	Fatty Acyls	0.296	Fatty acids and conjugates	0.348	Straight chain fatty acids	0.684	Straight chain fatty acids	0.684	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	131.035	17	0.290	832320145412023304	832319696915079473	832319696910885168	5	
1	C8H12N3O2	[M - H]-	C8H11N3O2-	Amino acids and Peptides	0.718	Small peptides	0.751	Aminoacids	0.661	Organic acids and derivatives	0.944	Carboxylic acids and derivatives	0.946	Amino acids, peptides, and analogues	0.590	Amino acids and derivatives	0.592	Amino acids	0.730	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	181.086	18	0.295	832320235094660642	832319697460339028	832319697460339027	12	
2	C8H10N3O	[M + H2O - H]-	C8H11N3O2-	Alkaloids	0.949	Histidine alkaloids	0.676	Imidazole alkaloids	0.676	Organoheterocyclic compounds	1.000	Diazines	0.608	Pyrimidines and pyrimidine derivatives	0.588			Pyrimidines and pyrimidine derivatives	0.588	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	181.086	18	0.295	832320235094660643	832319697460339028	832319697460339027	12	
3	C7H10N3	[M + CH2O2 - H]-	C8H11N3O2-	Alkaloids	0.986	Histidine alkaloids	0.741	Imidazole alkaloids	0.740	Organoheterocyclic compounds	0.999	Azoles	0.744					Azoles	0.744	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	181.086	18	0.295	832320235094660644	832319697460339028	832319697460339027	12	
9	C4H3NO2PS2	[M - H]-	C4H2NO2PS2-	Amino acids and Peptides	0.888	Fatty Acids and Conjugates	0.023	Aminoacids	0.032	Organoheterocyclic compounds	0.999	Azoles	0.996	Thiazoles	0.811			Thiazoles	0.811	Organic compounds; Organoheterocyclic compounds; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	190.928	18	0.301	832320161732065188	832319698227896710	832319698219508101	22	
10	C5H6NO2PS2	[M - CH3 - H]-	C4H2NO2PS2-	Amino acids and Peptides	0.140	Monoterpenoids	0.038	Oxygenated hydrocarbons	0.012	Organoheterocyclic compounds	0.939	Azoles	0.914	Thiazoles	0.548			Thiazoles	0.548	Organic compounds; Organoheterocyclic compounds; Thiazoles; Organonitrogen compounds; Organooxygen compounds; Azoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	190.928	18	0.301	832320161732065189	832319698227896710	832319698219508101	22	
1	C3H4O2P	[M + K]+	C3H4KO2P+	Fatty acids	0.190	Fatty acyls	0.227	Oxygenated hydrocarbons	0.010	Organic oxygen compounds	0.997	Organooxygen compounds	0.813					Organooxygen compounds	0.813	Organic compounds; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	141.959	18	0.308	832320147349792341	832319757141097138	832319757141097137	1305	
2	C2HNO3S	[M + Na]+	C2HNNaO3S+	Alkaloids	0.672	Nicotinic acid alkaloids	0.164	Pyridine alkaloids	0.166	Organosulfur compounds	0.244	Sulfonyls	0.193	Sulfonyl isocyanates	0.658			Sulfonyl isocyanates	0.658	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Sulfonyl isocyanates; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	141.959	18	0.308	832320147349792340	832319757141097138	832319757141097137	1305	
1	C6H6N3O	[M - H]-	C6H5N3O-	Alkaloids	0.985	Histidine alkaloids	0.501	Imidazole alkaloids	0.498	Organoheterocyclic compounds	1.000	Azoles	0.839	Imidazoles	0.694			Imidazoles	0.694	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	135.045	19	0.310	832320163552393968	832319697607139678	832319697602945373	14	
2	C6H8N3O2	[M - H2O - H]-	C6H5N3O-	Amino acids and Peptides	0.534	Small peptides	0.399	Aminoacids	0.341	Organoheterocyclic compounds	0.972	Imidolactams	0.523					Imidolactams	0.523	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	135.045	19	0.310	832320163552393969	832319697607139678	832319697602945373	14	
3	C7H6N3O3	[M - CO2 - H]-	C6H5N3O-	Alkaloids	0.951	Histidine alkaloids	0.215	Imidazole alkaloids	0.215	Organoheterocyclic compounds	0.999	Diazines	0.637					Diazines	0.637	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	135.045	19	0.310	832320163552393970	832319697607139678	832319697602945373	14	
4	C7H8N3O4	[M - CH2O3 - H]-	C6H5N3O-	Amino acids and Peptides	0.964	Small peptides	0.989	Aminoacids	0.961	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.992	Amino acids, peptides, and analogues	0.914	Amino acids and derivatives	0.913	Alpha amino acids and derivatives	0.840	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Organic oxoazanium compounds; Carbonyl compounds; Substituted imidazoles; Amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	135.045	19	0.310	832320163552393971	832319697607139678	832319697602945373	14	
5	C6H4N3	[M + H2O - H]-	C6H5N3O-	Alkaloids	0.999	Histidine alkaloids	0.539	Imidazole alkaloids	0.538	Organoheterocyclic compounds	1.000	Azoles	0.854	Imidazoles	0.784			Imidazoles	0.784	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	135.045	19	0.310	832320163552393972	832319697607139678	832319697602945373	14	
1	C8H11N	[M + H]+	C8H12N+	Alkaloids	0.981	Nicotinic acid alkaloids	0.997	Pyridine alkaloids	0.997	Organoheterocyclic compounds	0.976	Pyridines and derivatives	0.929	Methylpyridines	0.899			Methylpyridines	0.899	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	122.097	20	0.330	832320713266382075	832319756541311591	832319756541311590	1290	
1	C5H10N3O5	[M - H]-	C5H9N3O5-	Amino acids and Peptides	0.444	Small peptides	0.702	Aminoacids	0.775	Organic acids and derivatives	0.938	Carboxylic acids and derivatives	0.968	Amino acids, peptides, and analogues	0.848	Amino acids and derivatives	0.847	Alpha amino acids	0.611	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	20	0.334	832320149266589934	832319697699414371	832319697691025762	15	
2	C5H12N3O6	[M - H2O - H]-	C5H9N3O5-	Carbohydrates	0.545	Small peptides	0.564	Aminoacids	0.661	Organic acids and derivatives	0.965	Carboxylic acids and derivatives	0.974	Amino acids, peptides, and analogues	0.894	Amino acids and derivatives	0.891	Alpha amino acids	0.649	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	20	0.334	832320149266589935	832319697699414371	832319697691025762	15	
3	C6H10N3O7	[M - CO2 - H]-	C5H9N3O5-	Amino acids and Peptides	0.247	Small peptides	0.527	Aminoacids	0.566	Organic acids and derivatives	0.970	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.800	Amino acids and derivatives	0.800	Alpha amino acids and derivatives	0.854	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	20	0.334	832320149266589936	832319697699414371	832319697691025762	15	
4	C6H12N3O8	[M - CH2O3 - H]-	C5H9N3O5-	Amino acids and Peptides	0.314	Small peptides	0.439	Aminoacids	0.552	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.913	Amino acids and derivatives	0.911	Alpha amino acids	0.640	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	20	0.334	832320149266589937	832319697699414371	832319697691025762	15	
5	C5H8N3O4	[M + H2O - H]-	C5H9N3O5-	Amino acids and Peptides	0.830	Small peptides	0.934	Aminoacids	0.927	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.863	Amino acids and derivatives	0.861	Alpha amino acids and derivatives	0.855	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	20	0.334	832320149266589938	832319697699414371	832319697691025762	15	
6	C4H8N3O3	[M + CH2O2 - H]-	C5H9N3O5-	Amino acids and Peptides	0.584	Histidine alkaloids	0.719	Imidazole alkaloids	0.720	Organic acids and derivatives	0.973	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.775	Amino acids and derivatives	0.773	Alpha amino acids and derivatives	0.765	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	20	0.334	832320149266589939	832319697699414371	832319697691025762	15	
1	C7H9N	[M + H]+	C7H10N+	Alkaloids	0.996	Nicotinic acid alkaloids	1.000	Pyridine alkaloids	1.000	Organoheterocyclic compounds	0.999	Pyridines and derivatives	0.997	Methylpyridines	0.978			Methylpyridines	0.978	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; Organic nitrogen compounds; Chemical entities	108.081	21	0.343	832320153687387789	832319756377733715	832319756377733714	1286	
1	C10H15N	[M + H]+	C10H16N+	Alkaloids	0.577	Nicotinic acid alkaloids	0.069	Phenylalanine-derived alkaloids	0.134	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.977	Tertiary amines	0.919	Dialkylarylamines	0.884	Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	150.128	21	0.348	832320179461393683	832319756419676760	832319756419676759	1287	
1	C10H16O4	[M - H2O + H]+	C10H15O3+	Terpenoids	0.608	Fatty Acids and Conjugates	0.258	Dicarboxylic acids	0.175	Lipids and lipid-like molecules	0.641							Lipids and lipid-like molecules	0.641	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	183.102	22	0.363	832320151510543311	832319756864273039	832319756864273038	1298	
